new unique backpack ! combines vintage with modern ! URL1283 via @USER415	ADJ ADJ NOUN PUNCT VERB NOUN ADP PROPN PUNCT X ADP PROPN
RT @USER650 : ALL THESE VIP PEEPS IN MY MENTIONS IT S LIT 😍	X X PUNCT DET PRON PROPN VERB ADP PRON VERB PRON VERB X SYM
RT @USER1312 : we startin to bark viciously	X X PUNCT PRON VERB ADP VERB SYM
RT @USER515 : " It does n't matter how much you have . It all means nothing if you are not happy with yourself . " Donald Duck #quotes htt …	X X PUNCT PUNCT PRON AUX PART VERB ADV ADV PRON VERB PUNCT PRON DET VERB PRON SCONJ PRON AUX PART ADJ ADP PRON PUNCT PUNCT PROPN PROPN X X PUNCT
pursuing the opposite : complain against EU red tape --> Seek EXCEPTIONAL treatment --> Get ever more red tape @USER2384 URL417	VERB DET NOUN PUNCT PROPN ADV VERB ADJ NOUN SYM PROPN PROPN PROPN SYM VERB ADV ADV ADJ NOUN NOUN X
. @USER217 explains why Lincoln 's way is the future of luxury motoring : URL1102 URL299	PUNCT PROPN PROPN ADV PROPN PART NOUN AUX DET NOUN ADP PROPN X PUNCT X NOUN
RT @USER19 : They 're getting 1 k RTs per minute ... Start spamming if you do n't want their lead to increase . #Harmonizers #iHeartAwards …	X X PUNCT PRON AUX VERB NUM NUM NOUN PROPN PROPN PUNCT VERB VERB SCONJ PRON AUX PART VERB PRON NOUN PART VERB PUNCT X X PUNCT
Jewellery belonging to the Duchess of Windsor was auctioned today in 1987 in Geneva , raising £ 31 M for medical research .	NOUN NOUN ADP DET NOUN ADP PROPN AUX ADJ NOUN ADP NOUN ADP PROPN PUNCT PROPN SYM PROPN NOUN ADP ADJ NOUN PUNCT
Middle - Eastern relationships will go through the roof URL994	PROPN PUNCT PROPN NOUN AUX VERB ADP DET NOUN NOUN
RT @USER2192 : 11 Selfies that will make you uncomfortable . URL1273 URL1530	X X PUNCT NUM PROPN PRON AUX VERB PRON VERB PUNCT PROPN NOUN
#porn More free @ URL1029 No Tricks ! #gayporn #gaygif #chaturbate #gayvideo URL1477	PROPN ADJ ADJ ADP PROPN DET NOUN PUNCT PROPN PROPN NOUN NOUN X
I liked a @USER1490 video URL986 LIQUID LIPSTICKS YOU NEED !!!	PRON VERB DET PROPN NOUN PROPN NOUN VERB PRON VERB PUNCT
Disastorus first innigs SL performed very well 2nd innings lead by 33 runs 3 wickets left for SL #ENGvSL	PROPN ADJ PROPN PROPN PROPN ADV ADV ADJ NOUN NOUN ADP PROPN NOUN NUM NOUN VERB ADP PROPN NOUN
@USER2482 exactly , just go ahead !!!	PROPN ADV PUNCT ADV VERB ADV PUNCT
#NowPlaying Meathook Seed URL910	X PROPN NOUN NOUN
RT @USER132 : JDR did n't really address Mario Edwards being cleared ... he 's excited that Mario is part of team on the field .	X X PUNCT PROPN AUX PART ADV ADJ PROPN NOUN AUX NOUN PUNCT PRON AUX VERB SCONJ NOUN AUX NOUN ADP NOUN ADP DET NOUN PUNCT
RT @USER2186 : chill date ideas URL419	X X PUNCT ADJ NOUN NOUN X
" Sorry I ca n't work on July 9th because everyone is leaving Hamilton & I 'm emotionally invested in their existence . "	PUNCT INTJ PRON AUX PART VERB ADP PROPN PROPN SCONJ PRON AUX PROPN PROPN CCONJ PRON AUX ADJ VERB ADP PRON NOUN PUNCT PUNCT
Listen to 4 - Ayo Remix Rough by Yung 4 ( fooeee ) #np on #SoundCloud URL568	VERB ADP NUM PUNCT PROPN PROPN NOUN ADP PROPN NUM PUNCT PROPN PUNCT X ADP PROPN X
RT @USER0 : YOU ARE A WITCH ! Mariah Carey 's Brother Calls Her Out For Not Helping With Dying Sister 's URL1410 URL217 …	X X PUNCT PRON AUX DET NOUN PUNCT PROPN NOUN PART ADJ VERB PRON ADV ADP PART NOUN ADP PROPN PROPN PART ADJ X PUNCT
RT @USER2035 : JaDine Day . DNP 's First Day Gross . This Time 's First Day Gross 15 . 15M . 15M . All with 15 💜 Ang saya ulitin . 😹 #ThisTi …	X X PUNCT PROPN NOUN PUNCT PROPN PART ADJ NOUN PROPN PUNCT DET NOUN PART ADJ NOUN PROPN NUM PUNCT PROPN PUNCT PROPN PUNCT DET ADP NUM SYM PROPN PROPN PROPN PUNCT SYM PROPN PUNCT
RT @USER1377 : Can we give respectability to those who want to break India ? Arun Jaitley in Rajya Sabha #AfzalDebate URL595	X X PUNCT AUX PRON VERB NOUN ADP PRON PRON VERB PART ADJ PROPN PUNCT PROPN NOUN ADP PROPN PROPN X X
RT @USER785 : Hi from us @USER1759 ( excuse the insta spam ) URL980	X X PUNCT INTJ ADP PRON NOUN PUNCT VERB DET NOUN VERB PUNCT X
RT @USER1979 : Go on URL1144 and comment a ❤️ on any photo so I know it 's you !! URL235	X X PUNCT VERB ADP NOUN CCONJ VERB DET ADJ ADP DET NOUN ADV PRON VERB PRON AUX PRON PUNCT X
Money on my mind .. Money on my mind , so money is all I think of .	NOUN ADP PRON NOUN PUNCT NOUN ADP PRON NOUN PUNCT ADV NOUN AUX DET PRON VERB ADP PUNCT
Rattled Bangladesh run into resurgent India #IndiavsBangladesh ... #IndiavsBangladesh URL1115	PROPN PROPN VERB ADP PROPN PROPN PROPN PUNCT X X
@USER762 always here :)	PROPN ADV ADV SYM
Although your friendly nature usually puts others at ease , muc ... More for Libra URL430	SCONJ PRON NOUN NOUN PROPN NOUN NOUN ADP PROPN PUNCT PROPN PUNCT ADJ ADP NOUN X
RT @USER607 : found some tires URL1025	X X PUNCT VERB DET NOUN X
if they announce dates here i will record myself bawling for your entertainment	SCONJ PRON VERB NOUN ADV PRON AUX VERB PRON NOUN ADP PRON NOUN
#Mention Brett McDanel Art @USER2221 #bizitalk #uniqueart URL1345 #business	PROPN PROPN PROPN NOUN PROPN PROPN PROPN NOUN NOUN
RT @USER1910 : @USER1910 get off @USER1352 URL1376	X X PUNCT PROPN VERB ADP NOUN X
#group sex party porn anal dating URL1068	PROPN NOUN NOUN PROPN PROPN VERB X
🔞 on the 13th 😴	VERB ADP DET NOUN SYM
RT @USER1104 : Directors and CEOs from top Multinational companies meeting in a conference held at Gurugram . ( 2016 ) URL369 …	X X PUNCT VERB CCONJ VERB ADP NOUN PROPN NOUN NOUN ADP DET NOUN VERB ADP PROPN PUNCT PUNCT NUM PUNCT PROPN PUNCT
Do n't just be , make a difference	AUX PART ADV AUX PUNCT VERB DET NOUN
Broken Vows by English Artist Philip Calderon . Nice Canvas Art Print . Size 11 x 14 URL639 URL1110	PROPN VERB ADP ADJ NOUN PROPN NOUN PUNCT PROPN PROPN NOUN NOUN PUNCT NOUN NUM SYM NUM PROPN X
RT @USER1457 : Where URL978	X X PUNCT ADV ADJ
@USER1273 @USER215 be thankful it 's only 1 k ... Double or triple that for LA .	PROPN PROPN AUX VERB PRON AUX ADV NUM NUM PUNCT VERB CCONJ VERB PRON ADP PROPN PUNCT
@USER1757 Your Twitterettes are doing fine .	VERB PRON NOUN AUX VERB ADJ PUNCT
basketball bitch	PROPN NOUN
You can either sit and dwell on all the negative shit ... Or you can thank god you 're alive 'n blessed !!	PRON AUX ADV VERB CCONJ VERB ADP DET DET ADJ NOUN PUNCT CCONJ PRON AUX VERB PROPN PRON AUX ADJ ADJ VERB PUNCT
RT @USER26 : Dio - Rainbow In The Dark !! URL1388	X X PUNCT PROPN PUNCT PROPN ADP DET NOUN PUNCT X
RT @USER482 : 3 years ago today ... The best guard of honour EVER ! #mufc URL422	X X PUNCT NUM NOUN ADV NOUN PUNCT DET ADJ VERB ADP PROPN PROPN PUNCT X X
RT @USER1299 : Behind the scenes . Rick and Daryl #TheWalkingDead URL359	X X PUNCT VERB DET NOUN PUNCT PROPN CCONJ NOUN NOUN X
#NowPlaying Work by Rihanna ♫ URL603	X VERB ADP PROPN SYM X
RT @USER2107 : never want to disappoint you	X X PUNCT ADV VERB PART VERB PRON
@USER1582 @USER1801 @USER1146 is logic . She leads in Alba , would connect across generations . She can also check Nic Sturgeon	PROPN PROPN NOUN AUX NOUN PUNCT PRON VERB ADP PROPN PUNCT AUX ADJ ADJ NOUN PUNCT PRON AUX ADV VERB PROPN NOUN
RT @USER207 : BTS Summer Package in Dubai : Photobook , DVD , 2 mini poster , Zipperbag , Beach ball , Tattoo stickers , Charm accessory htt …	X X PUNCT PROPN NOUN NOUN ADP PROPN PUNCT PROPN PUNCT PROPN PUNCT NUM ADJ NOUN PUNCT PROPN PUNCT ADJ NOUN PUNCT PROPN NOUN PUNCT PROPN X X PUNCT
@USER2661 @USER687 yeah . Looks like he is like Wakefield , in the US calling himself doctor when he has no right to the title .	PROPN PROPN INTJ PUNCT VERB SCONJ PRON AUX ADP PROPN PUNCT ADP DET PROPN PROPN PROPN PROPN ADV PRON VERB DET ADJ ADP DET NOUN PUNCT
@USER931 it 's wild I promise you	VERB PRON AUX VERB PRON VERB PRON
iOrange -E 10 ft Strongest Kevlar Fiber Lightning Cable and Retractable Lightning Cable from $ 9.99 AC @USER83 URL715	PROPN PROPN NUM VERB PROPN PROPN PROPN PROPN NOUN CCONJ VERB NOUN NOUN ADP SYM PROPN PROPN X X
RT @USER338 : " You 're all racists ! " " Actually , I just prefer democracy to a remote , self - serving ... " " Shut up ! Shut up ! Racist ! " Etc.	X X PUNCT PUNCT PRON AUX DET NOUN PUNCT PUNCT PUNCT ADV PUNCT PRON ADV VERB ADJ ADP DET NOUN PUNCT NOUN PUNCT PROPN PUNCT PUNCT PUNCT VERB ADP PUNCT VERB ADP PUNCT PROPN PUNCT PUNCT SYM
RT @USER598 : Bryson Tiller had a 1 hell of a year	X X PUNCT PROPN NOUN VERB DET NUM NOUN ADP DET NOUN
RT @USER1766 : A fan account 's love of you is quantifiable by the amount of reblogged ugly pictures they think you look good in . #ThenkUA …	X X PUNCT DET NOUN NOUN PART VERB SCONJ PRON AUX VERB ADP DET NOUN ADP PROPN ADJ NOUN PRON VERB PRON VERB ADJ ADP PUNCT X PUNCT
@USER1830 Now there 's a quote	PROPN ADV PRON AUX DET NOUN
Just take a normal pic of yourself and filter it black and white , that 's your gear , hahaha URL287	ADV VERB DET ADJ NOUN ADP PRON CCONJ VERB PRON ADJ CCONJ ADJ PUNCT PRON AUX PRON NOUN PUNCT SYM X
He fresh w the dad jeans 💀 URL541	PRON VERB ADP DET NOUN PROPN NOUN X
RT @USER2485 : 2 BRAND NEW #Decay designs are available right now @ URL830 buy now for 20 % off URL464	X X PUNCT NUM PROPN ADJ NOUN NOUN AUX ADJ ADV ADV ADP PROPN VERB ADV ADP NUM SYM ADP NOUN
best friend forever he said	ADJ NOUN ADV PRON VERB
Doncaster Phoenix too good for West Hartlepool - Hartlepool Mail #Doncaster URL1585	PROPN NOUN ADV ADJ ADP PROPN PROPN PUNCT PROPN NOUN X X
RT @USER1313 : Here 's some motivation !! GO HARD GUYS #5SOSFam #BestFanArmy #iHeartAwards URL1466	X X PUNCT ADV AUX DET NOUN PUNCT VERB VERB NOUN X X X X
@USER709 @USER2377 NO THANKS NO MORE FOX ! ENJOY YOUR DEVOTED TIME TO THE MAN WHO WILL NOT GET THE FEMALE VOTE FOR PRESIDENT	PROPN PROPN DET NOUN DET ADJ NOUN PUNCT VERB PRON VERB NOUN ADP DET NOUN PRON AUX PART VERB DET NOUN NOUN ADP NOUN
@USER229 If you are you interested in True Esoteric teachings , check URL954	VERB SCONJ PRON AUX PRON ADJ ADP PROPN PROPN PROPN PUNCT VERB X
RT @USER2477 : Things that happened last Saturday & Sunday . Kath & DJ are nt lucky , they 're blessed . #VoteKathrynFPP #KCA URL708 …	X X PUNCT NOUN PRON VERB ADJ PROPN CCONJ PROPN PUNCT PROPN CCONJ PROPN AUX PART ADJ PUNCT PRON AUX VERB PUNCT PROPN X X PUNCT
I run yo brain around the block to jog your fuckin memory	PRON VERB INTJ NOUN ADP DET NOUN PART VERB PRON NOUN NOUN
Curry finishes , passes , & averages 2+ steals a game ..... URL698	PROPN PROPN PUNCT PROPN PUNCT CCONJ VERB VERB VERB DET NOUN PUNCT X
RT @USER84 : Three years after @USER1663 died , I wrote a thing . About death and drugs and stigma . You can read it here . URL219 …	X X PUNCT NUM NOUN ADP PROPN PROPN PUNCT PRON VERB DET NOUN PUNCT ADP NOUN CCONJ NOUN CCONJ NOUN PUNCT PRON AUX VERB PRON ADV PUNCT X PUNCT
Girls all became annoying when they just wanted to " Slayyy , yas bitch , mom 😍 , fabulous , FIERCE , omg slay my fucking life " stfu lol	NOUN DET NOUN ADJ ADV PRON ADV VERB PART PUNCT PROPN PUNCT ADJ NOUN PUNCT NOUN SYM PUNCT PROPN PUNCT PROPN PUNCT INTJ VERB PRON ADJ NOUN PUNCT PROPN INTJ
@USER2512 have shared the details . Expecting a call back from you .	PROPN VERB VERB DET NOUN PUNCT VERB DET NOUN ADV ADP PRON PUNCT
RT @USER2353 : Man I do n't feel like being at school	X X PUNCT NOUN PRON AUX PART VERB PRON AUX ADP NOUN
RT @USER2410 : 2/50 slightly behind Ashamed to say it 's taken me this long to find the time to sit and … URL552	X X PUNCT PROPN NOUN ADP NOUN PART VERB PRON AUX VERB PRON PRON ADJ PART VERB DET NOUN PART VERB CCONJ PUNCT X
@USER1591 my bad lol	VERB PRON ADJ INTJ
MCGI : RT aiefrel : A million thanks to God for all the things that He has done to us ! To GOD be the Glory :) #MCGIEndlessThanksgiving	PROPN PUNCT X X PUNCT DET NUM NOUN PART PROPN ADP DET DET NOUN SCONJ PRON AUX ADJ ADP PRON PUNCT ADP PROPN AUX DET NOUN SYM X
RT @USER714 : Baby chimpanzee 🐵 URL1478	X X PUNCT PROPN NOUN NOUN X
I 'm ready to take the next step God .	PRON AUX ADJ PART VERB DET ADJ NOUN PROPN PUNCT
I 've finished the Bartolomeo 's Orders quest ! Are you able to fulfil the same task ? URL810 #android , #androidgames , #gam ...	PRON AUX VERB DET NOUN PART ADJ NOUN PUNCT AUX PRON ADJ PART VERB DET ADJ NOUN PUNCT PROPN PROPN PUNCT PROPN PUNCT PROPN PUNCT
Reunited gon na win this #ThePlaysLaunch	PROPN VERB PART VERB PRON NOUN
RT @USER1508 : Do you ever realize Sounds Live Feels Live Starts this month and just URL979	X X PUNCT AUX PRON ADV VERB VERB ADV PROPN ADV VERB DET NOUN CCONJ ADV VERB
RT @USER561 : The safety of our kids is more important than the interests of the NRA . Our leaders should act like it . URL851 …	X X PUNCT DET NOUN ADP PRON NOUN AUX ADV ADJ ADP DET NOUN ADP DET NOUN PUNCT PRON NOUN AUX VERB ADP PRON PUNCT X PUNCT
RT @USER1871 : 160308 NATURE REPUBLIC FANSIGN IN BANGKOK Picture of u #SEHUN URL1573	X X PUNCT PROPN PROPN NOUN NOUN ADP PROPN NOUN ADP PRON VERB X
RT @USER1538 : You bitches do the MOST for less 😂😂😂😂😴	X X PUNCT PRON NOUN VERB DET NOUN ADP ADJ NOUN
RT @USER2567 : 6 Things That You Did n't Know About The Fresh Prince Of Bel Air . >>> URL763 URL316	X X PUNCT NUM NOUN SCONJ PRON AUX PART VERB ADP DET ADJ PROPN ADP PROPN PROPN PUNCT PROPN NOUN X
@USER2659 ur album bout to be lit	PROPN PRON NOUN ADJ PART AUX ADJ
RT @USER2428 : This is CARI pm me at URL1018 I will give u her phone number to meet in USA . U must be 18+ . URL223 …	X X PUNCT PRON AUX ADJ NOUN PRON ADP PROPN PRON AUX VERB PRON PRON NOUN NOUN PART VERB ADP PROPN PUNCT PRON AUX AUX NOUN PUNCT X PUNCT
RT @USER2392 : Mysterious !!!	X X PUNCT PROPN PUNCT
RT @USER2278 : 95 % Discount on @USER1600 Secret Weapon #Trading Course & 6 Setups using #Ichimoku >> URL1373 ht …	X X PUNCT PROPN SYM NOUN ADP PROPN PROPN PROPN PROPN NOUN CCONJ NUM NOUN VERB PROPN PUNCT X X PUNCT
RT @USER1595 : follow everyone who retweets this URL1422	X X PUNCT VERB PRON PRON VERB PRON NOUN
Huawei P9 Release Date , Price and Specs - CNET : Huawei 's new P9 -- and its big brother , the P9 Plus -- have tw ... URL386	PROPN PROPN PROPN NOUN PUNCT PROPN CCONJ NOUN PUNCT PROPN PUNCT PROPN PART ADJ NOUN PUNCT CCONJ PRON ADJ NOUN PUNCT DET ADJ NOUN PUNCT VERB NOUN PUNCT X
Amazon 's already large distribution empire keeps expanding URL813 #storystream #sports	PROPN AUX ADV ADJ PROPN PROPN VERB PROPN PROPN NOUN X
@USER1758 thanks I appreciate it	PROPN NOUN PRON VERB PRON
. @USER1407 @USER2135 Sera Community #Rhino Sanctuary Celebrate first Eastern Black Rhino birth URL247 @USER1516	PUNCT PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADJ NOUN ADJ PROPN NOUN X X
RT @USER2211 : Hillary Clinton dresses like she 's in charge of some sort of space federation . URL1205	X X PUNCT PROPN PROPN NOUN SCONJ PRON AUX ADP VERB ADP DET NOUN ADP NOUN PROPN PUNCT X
@USER2623 you probly just deleted them all lmfao	VERB PRON VERB ADV VERB PRON DET INTJ
RT @USER845 : you know you made the wrong decision when marine le pen agrees URL1314	X X PUNCT PRON VERB PRON VERB DET ADJ NOUN ADV ADJ PROPN PROPN VERB NOUN
@USER1817 I love it ;)	PROPN PRON VERB PRON SYM
Stanley Cup Final Takeaways : Penguins top Sharks in thrilling Game 1 URL1393 penguinswinscf1.jpg … URL641	PROPN PROPN PROPN NOUN PUNCT PROPN NOUN NOUN ADP ADJ NOUN NUM PROPN X PUNCT X
2 people followed me // automatically checked by URL936	NUM NOUN VERB PRON SYM ADV VERB ADP PROPN
RT @USER1545 : This is gon na be my child URL1471	X X PUNCT PRON AUX VERB PART AUX PRON NOUN SYM
RT @USER1869 : Bulgaria 's president talks to euronews about free movement , migrants & border fences URL561 URL393 …	X X PUNCT PROPN PART ADJ NOUN PART VERB ADP ADJ NOUN PUNCT PROPN CCONJ NOUN PROPN PROPN X PUNCT
" If I play dead , he 'll go away "	PUNCT SCONJ PRON VERB ADJ PUNCT PRON AUX VERB ADV PUNCT
@USER1188 Such a nice guy right ?	PROPN VERB DET ADJ NOUN ADV PUNCT
RT @USER122 : We ’re not dating , but you ’re still mine .	X X PUNCT PRON AUX PART VERB PUNCT CCONJ PRON AUX ADV PRON PUNCT
RT @USER744 : Kelsea performing in Chicago ! [ 2.4.16 ] ( @USER164 ) URL399	X X PUNCT VERB NOUN ADP PROPN PUNCT PUNCT PROPN PUNCT PUNCT PROPN PUNCT X
RT @USER2069 : Kangaroos hold off Bulldogs to maintain unbeaten start to AFL ... #EtihadStadium URL1093	X X PUNCT PROPN VERB ADP NOUN ADP PROPN PROPN VERB ADP PROPN PUNCT X NOUN
RT @USER1913 : when you find a boy that 's cute , texts back fast , buys you food , AND stays loyal af URL707	X X PUNCT ADV PRON VERB DET NOUN PRON AUX ADJ PUNCT VERB ADV ADJ PUNCT VERB PRON NOUN PUNCT CCONJ VERB VERB NOUN NOUN
Black Wig Brasil : URL914	ADJ PROPN PROPN PUNCT X
More Photos As Mercy Aigbe Celebrates Her Son ’s 6th Birthday . URL1369 via @USER2638	ADJ NOUN SCONJ PROPN PROPN VERB PRON NOUN PART ADJ NOUN PUNCT VERB ADP PROPN
RT @USER1209 : Ppl will try to expose what 's wrong with u because they ca n't handle what 's right about u .	X X PUNCT PROPN AUX VERB PART VERB PRON AUX ADJ ADP PRON SCONJ PRON AUX PART VERB PRON AUX ADJ ADP PRON PUNCT
RT @USER1422 : " So what does your Son do for a living ? " URL1016	X X PUNCT PUNCT ADV PRON VERB PRON NOUN VERB ADP DET NOUN PUNCT PUNCT SYM
RT @USER1465 : Scientists now accept that we can bring dinosaurs back into the world using bird DNA .	X X PUNCT PROPN ADV VERB SCONJ PRON AUX VERB NOUN ADV ADP DET NOUN VERB ADJ NOUN PUNCT
RT @USER2551 : " Excuse me , $ hillary , your baggage is over the limit . " #NotMeUs #FBImWithHer @USER2222 @USER149	X X PUNCT PUNCT VERB PRON PUNCT SYM PROPN PUNCT PRON NOUN AUX ADP DET NOUN PUNCT PUNCT PROPN PROPN NOUN X
Want to work at Kold Trans ? We 're #hiring in #Cheyenne , WY ! Click for details : URL1038 #trucker URL438	VERB PART VERB ADP PROPN PROPN PUNCT PRON AUX ADJ ADP PROPN PUNCT PROPN PUNCT VERB ADP NOUN PUNCT PROPN NOUN X
RT @USER1897 : park bom high note URL733	X X PUNCT PROPN PROPN ADJ NOUN SYM
RT @USER2133 : DrMSG @USER530 JI ALMIGHTY !! MSG #OneYearOfMSG	X X PUNCT PROPN PROPN PROPN PROPN PUNCT VERB SYM
goodnight twitter 😎	NOUN PROPN SYM
RT @USER1224 : MS : How New Treatment Combats The Disease URL1430	X X PUNCT PROPN PUNCT ADV ADJ NOUN VERB DET NOUN X
RT @USER1835 : RT @USER45 A SciFi author explains why science fiction matters . ▶ URL1595 URL429 #amr …	X X PUNCT VERB VERB DET NOUN NOUN VERB ADV ADJ PROPN VERB PUNCT PROPN PROPN PROPN X PUNCT
RT @USER1723 : Buy Brand Viagra 100 mg . Order Viagra at URL1618 Online Pharmacy !	X X PUNCT VERB ADV PROPN NUM NOUN PUNCT NOUN PROPN ADP PROPN ADJ NOUN PUNCT
FOR A SECOND I WAS LIKE " WHO 'S EMY " BUT THEN IT HIT ME	ADP DET NOUN PRON AUX ADJ PUNCT PRON AUX NOUN PUNCT CCONJ SCONJ PRON VERB PRON
to celebrate this remarkable day i will read a bunch of yaois thx	PART VERB DET NOUN NOUN PRON AUX VERB DET NOUN ADP PROPN X
RT @USER97 : Should I release this ? RT URL1497	X X PUNCT AUX PRON VERB PRON PUNCT X X
@USER1539 do n't say that about him 😩 he 's just young ..	PROPN AUX PART VERB PRON ADP PRON SYM PRON AUX ADV ADJ PUNCT
RT @USER1532 : Soccer is the best stress reliever .	X X PUNCT PROPN AUX DET ADJ VERB PROPN PUNCT
RT @USER1432 : If you 're gon na see Deadpool a 3rd time , let me know when and where . Not asking for me . For my twin brother , Donald . h …	X X PUNCT SCONJ PRON AUX VERB PART VERB VERB DET ADJ NOUN PUNCT VERB PRON VERB ADV CCONJ ADV PUNCT PART VERB ADP PRON PUNCT ADP PRON ADJ NOUN PUNCT PROPN PUNCT NOUN PUNCT
@USER1547 We ca n't guarantee you 'll get a new one every time you reboot the router and ONT . It may take some time . ^DDD	PROPN PRON AUX PART VERB PRON AUX VERB DET ADJ NOUN DET NOUN PRON VERB DET NOUN CCONJ NOUN PUNCT PRON AUX VERB DET NOUN PUNCT X
RT @USER2562 : Ca n't get enough of you baby	X X PUNCT AUX PART VERB ADJ ADP PRON NOUN
RT @USER2660 : I want to win @USER1865 's books giveaway ! #esthetichadidgiveaways P.S. Saved accounts are allowed ! 💗🌸🌺 URL885 …	X X PUNCT PRON VERB PART VERB PROPN PART ADJ NOUN PUNCT PROPN PROPN PROPN NOUN AUX PROPN PUNCT PROPN PROPN PUNCT
Man what a birthday	NOUN PRON DET NOUN
#movies The Best Summer Vacations in Movies : The Best Summer Vacations in Movies URL239 #celebs #celebrity	VERB DET ADJ NOUN NOUN ADP PROPN PUNCT DET ADJ NOUN NOUN ADP PROPN PROPN X X
#roma : Salmo - The Italian Way URL578	PROPN PUNCT PROPN PUNCT DET PROPN NOUN X
RT @USER1414 : I 'm dead lmao 😭😂😭😂😂😂😂 " @USER2557 : The woman you thought you married vs who you really married URL451 "	X X PUNCT PRON AUX ADJ INTJ PROPN PUNCT X PUNCT DET NOUN PRON VERB PRON ADJ SCONJ PRON PRON ADV ADJ NOUN PUNCT
HO MY GAWD URL1023	VERB PRON NOUN SYM
RT @USER360 : The statistics are staggering ... URL1534 #untj4270	X X PUNCT DET NOUN AUX NOUN PUNCT X X
I have cracked and opened up the bag of cool ranch doritos	PRON VERB ADJ CCONJ VERB ADP DET NOUN ADP ADJ NOUN X
RT @USER1637 : You are my definition of the word " love . " Thank you .. thank you , @USER2199 . I am so proud of you .. always ❤ URL895 …	X X PUNCT PRON AUX PRON NOUN ADP DET NOUN PUNCT NOUN PUNCT PUNCT VERB PRON PUNCT VERB PRON PUNCT PROPN PUNCT PRON AUX ADV ADJ ADP PRON PUNCT ADV ADJ NOUN PUNCT
RT @USER2057 : I thought it was fake sub 😂😂😂😂 URL648	X X PUNCT PRON VERB PRON AUX ADJ ADJ NOUN NOUN
